x_id,estimated_dollar_loss,possible_cause_detail,tfs_alarm_time,possible_cause,month,day_of_week
2370824,200,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2017-09-17T21:38:55,Design/Construction/Maintenance deficiency,September,Sunday
2370825,10000,52 - Electrical Failure,2017-09-21T20:08:20,Mechanical/Electrical Failure,September,Thursday
2370828,5000,52 - Electrical Failure,2017-09-13T19:42:09,Mechanical/Electrical Failure,September,Wednesday
2370830,100,45 - Improperly Discarded,2017-09-13T23:52:41,Misuse of ignition source/material ignited,September,Wednesday
2370832,1000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2012-10-31T12:15:50,Design/Construction/Maintenance deficiency,October,Wednesday
2370833,10000,52 - Electrical Failure,2014-10-19T00:26:19,Mechanical/Electrical Failure,October,Sunday
2370835,1000,47 - Improper handling of ignition source or ignited material,2015-11-28T23:55:31,Misuse of ignition source/material ignited,November,Saturday
2370836,1000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2013-12-23T02:03:03,Design/Construction/Maintenance deficiency,December,Monday
2370837,0,45 - Improperly Discarded,2017-09-15T10:54:33,Misuse of ignition source/material ignited,September,Friday
2370839,1000,52 - Electrical Failure,2017-09-15T22:42:49,Mechanical/Electrical Failure,September,Friday
2370840,15000,52 - Electrical Failure,2017-09-15T23:59:32,Mechanical/Electrical Failure,September,Friday
2370841,200,45 - Improperly Discarded,2017-09-16T01:55:06,Misuse of ignition source/material ignited,September,Saturday
2370842,15000,52 - Electrical Failure,2017-09-17T06:24:34,Mechanical/Electrical Failure,September,Sunday
2370844,200,45 - Improperly Discarded,2017-09-17T21:32:58,Misuse of ignition source/material ignited,September,Sunday
2370845,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2017-06-06T18:42:23,Design/Construction/Maintenance deficiency,June,Tuesday
2370848,5000,51 - Mechanical Failure,2014-01-08T07:48:48,Mechanical/Electrical Failure,January,Wednesday
2370849,500,52 - Electrical Failure,2012-12-18T14:35:14,Mechanical/Electrical Failure,December,Tuesday
2370850,2000,47 - Improper handling of ignition source or ignited material,2016-05-06T07:50:22,Misuse of ignition source/material ignited,May,Friday
2370852,1100,45 - Improperly Discarded,2017-06-29T19:49:40,Misuse of ignition source/material ignited,June,Thursday
2370853,1000,51 - Mechanical Failure,2015-11-29T16:05:12,Mechanical/Electrical Failure,November,Sunday
2370854,3800,44 - Unattended,2012-11-01T12:36:50,Misuse of ignition source/material ignited,November,Thursday
2370855,1000,47 - Improper handling of ignition source or ignited material,2016-04-23T10:11:28,Misuse of ignition source/material ignited,April,Saturday
2370856,500,52 - Electrical Failure,2015-06-04T09:39:53,Mechanical/Electrical Failure,June,Thursday
2370857,3000,52 - Electrical Failure,2015-06-04T22:19:56,Mechanical/Electrical Failure,June,Thursday
2370858,5000,50 - Other misuse of ignition source/material ignited,2017-05-20T09:17:24,Misuse of ignition source/material ignitedl,May,Saturday
2370859,4000,52 - Electrical Failure,2017-09-18T15:27:52,Mechanical/Electrical Failure,September,Monday
2370860,200,47 - Improper handling of ignition source or ignited material,2017-09-18T16:56:55,Misuse of ignition source/material ignited,September,Monday
2370861,50,51 - Mechanical Failure,2017-09-19T13:43:45,Mechanical/Electrical Failure,September,Tuesday
2370864,1000,45 - Improperly Discarded,2017-09-22T23:25:25,Misuse of ignition source/material ignited,September,Friday
2370865,0,52 - Electrical Failure,2017-09-24T18:39:20,Mechanical/Electrical Failure,September,Sunday
2370866,2000,52 - Electrical Failure,2017-09-24T19:34:56,Mechanical/Electrical Failure,September,Sunday
2370869,0,44 - Unattended,2016-05-07T16:23:11,Misuse of ignition source/material ignited,May,Saturday
2370870,1000,47 - Improper handling of ignition source or ignited material,2012-12-28T20:29:09,Misuse of ignition source/material ignited,December,Friday
2370871,150,50 - Other misuse of ignition source/material ignited,2016-10-30T21:35:44,Misuse of ignition source/material ignitedl,October,Sunday
2370874,2000,20 - Design/Construction/Installation/Maintenance Deficiency,2013-01-01T08:50:14,Design/Construction/Maintenance deficiency,January,Tuesday
2370875,0,45 - Improperly Discarded,2017-05-20T10:52:25,Misuse of ignition source/material ignited,May,Saturday
2370876,7500,45 - Improperly Discarded,2012-11-04T03:08:30,Misuse of ignition source/material ignited,November,Sunday
2370877,1000,52 - Electrical Failure,2012-11-05T14:46:35,Mechanical/Electrical Failure,November,Monday
2370878,2000,20 - Design/Construction/Installation/Maintenance Deficiency,2013-12-23T16:46:47,Design/Construction/Maintenance deficiency,December,Monday
2370879,3000,20 - Design/Construction/Installation/Maintenance Deficiency,2013-12-23T18:05:19,Design/Construction/Maintenance deficiency,December,Monday
2370881,10000,52 - Electrical Failure,2017-09-25T07:46:30,Mechanical/Electrical Failure,September,Monday
2370882,4000,52 - Electrical Failure,2017-09-25T13:42:53,Mechanical/Electrical Failure,September,Monday
2370884,10000,52 - Electrical Failure,2017-09-26T01:37:04,Mechanical/Electrical Failure,September,Tuesday
2370885,7500,52 - Electrical Failure,2017-09-29T19:08:41,Mechanical/Electrical Failure,September,Friday
2370887,1000,47 - Improper handling of ignition source or ignited material,2017-09-30T21:42:26,Misuse of ignition source/material ignited,September,Saturday
2370890,5000,48 - Used for purpose not intended,2014-01-24T11:41:07,Misuse of ignition source/material ignited,January,Friday
2370891,300,50 - Other misuse of ignition source/material ignited,2014-11-22T20:35:53,Misuse of ignition source/material ignitedl,November,Saturday
2370892,12000,51 - Mechanical Failure,2014-11-23T16:28:25,Mechanical/Electrical Failure,November,Sunday
2370893,0,51 - Mechanical Failure,2015-12-20T16:15:12,Mechanical/Electrical Failure,December,Sunday
2370894,50,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2014-01-26T08:38:22,Design/Construction/Maintenance deficiency,January,Sunday
2370896,10000,12 - Vehicle Accident/Collision,2013-01-12T04:50:42,Unintentional,January,Saturday
2370897,10000,44 - Unattended,2015-06-06T12:29:33,Misuse of ignition source/material ignited,June,Saturday
2370899,5000,44 - Unattended,2014-10-22T19:05:13,Misuse of ignition source/material ignited,October,Wednesday
2370900,200,44 - Unattended,2015-06-07T15:17:22,Misuse of ignition source/material ignited,June,Sunday
2370901,0,45 - Improperly Discarded,2012-11-06T17:53:01,Misuse of ignition source/material ignited,November,Tuesday
2370902,2500,45 - Improperly Discarded,2012-11-06T20:02:30,Misuse of ignition source/material ignited,November,Tuesday
2370903,8000,52 - Electrical Failure,2013-01-14T06:52:24,Mechanical/Electrical Failure,January,Monday
2370905,10000,12 - Vehicle Accident/Collision,2017-10-20T18:40:11,Unintentional,October,Friday
2370906,0,47 - Improper handling of ignition source or ignited material,2015-07-03T16:26:51,Misuse of ignition source/material ignited,July,Friday
2370908,1000,52 - Electrical Failure,2013-01-24T12:15:36,Mechanical/Electrical Failure,January,Thursday
2370909,0,47 - Improper handling of ignition source or ignited material,2013-01-26T11:58:39,Misuse of ignition source/material ignited,January,Saturday
2370910,50,49 - Improper Storage,2017-02-22T20:16:54,Misuse of ignition source/material ignitedl,February,Wednesday
2370911,0,45 - Improperly Discarded,2013-01-31T11:35:38,Misuse of ignition source/material ignited,January,Thursday
2370912,3000,51 - Mechanical Failure,2017-10-05T20:17:57,Mechanical/Electrical Failure,October,Thursday
2370913,15000,20 - Design/Construction/Installation/Maintenance Deficiency,2017-10-17T14:43:04,Design/Construction/Maintenance deficiency,October,Tuesday
2370915,100,52 - Electrical Failure,2017-10-03T21:42:33,Mechanical/Electrical Failure,October,Tuesday
2370917,8000,52 - Electrical Failure,2017-10-05T15:02:59,Mechanical/Electrical Failure,October,Thursday
2370918,10000,52 - Electrical Failure,2017-10-13T06:23:07,Mechanical/Electrical Failure,October,Friday
2370920,50,45 - Improperly Discarded,2014-12-07T18:35:31,Misuse of ignition source/material ignited,December,Sunday
2370921,1000,44 - Unattended,2014-02-17T11:39:11,Misuse of ignition source/material ignited,February,Monday
2370923,1000,44 - Unattended,2014-12-11T14:08:55,Misuse of ignition source/material ignited,December,Thursday
2370924,1000,52 - Electrical Failure,2017-01-05T17:15:47,Mechanical/Electrical Failure,January,Thursday
2370926,0,50 - Other misuse of ignition source/material ignited,2014-12-13T19:11:59,Misuse of ignition source/material ignitedl,December,Saturday
2370927,17000,52 - Electrical Failure,2014-02-23T17:13:36,Mechanical/Electrical Failure,February,Sunday
2370930,100,45 - Improperly Discarded,2016-05-22T21:37:39,Misuse of ignition source/material ignited,May,Sunday
2370931,1000,52 - Electrical Failure,2016-04-06T12:42:07,Mechanical/Electrical Failure,April,Wednesday
2370932,2000,12 - Vehicle Accident/Collision,2014-03-07T08:21:37,Unintentional,March,Friday
2370933,8000,52 - Electrical Failure,2014-03-07T19:40:10,Mechanical/Electrical Failure,March,Friday
2370934,15000,52 - Electrical Failure,2017-06-10T13:33:46,Mechanical/Electrical Failure,June,Saturday
2370936,200,47 - Improper handling of ignition source or ignited material,2014-03-13T10:53:59,Misuse of ignition source/material ignited,March,Thursday
2370939,5000,20 - Design/Construction/Installation/Maintenance Deficiency,2013-12-24T04:04:36,Design/Construction/Maintenance deficiency,December,Tuesday
2370942,200,50 - Other misuse of ignition source/material ignited,2016-04-27T23:36:34,Misuse of ignition source/material ignitedl,April,Wednesday
2370944,5000,50 - Other misuse of ignition source/material ignited,2017-02-27T19:04:17,Misuse of ignition source/material ignitedl,February,Monday
2370945,35000,52 - Electrical Failure,2015-07-23T13:14:39,Mechanical/Electrical Failure,July,Thursday
2370946,500,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2016-01-10T12:37:50,Design/Construction/Maintenance deficiency,January,Sunday
2370947,1000,52 - Electrical Failure,2016-01-11T14:44:10,Mechanical/Electrical Failure,January,Monday
2370949,15000,52 - Electrical Failure,2014-03-17T09:45:35,Mechanical/Electrical Failure,March,Monday
2370950,10,47 - Improper handling of ignition source or ignited material,2017-02-16T04:08:11,Misuse of ignition source/material ignited,February,Thursday
2370951,1000,49 - Improper Storage,2013-12-27T09:14:38,Misuse of ignition source/material ignitedl,December,Friday
2370952,500,44 - Unattended,2012-11-16T15:38:05,Misuse of ignition source/material ignited,November,Friday
2370953,250,20 - Design/Construction/Installation/Maintenance Deficiency,2012-11-18T20:53:40,Design/Construction/Maintenance deficiency,November,Sunday
2370954,5000,20 - Design/Construction/Installation/Maintenance Deficiency,2015-06-12T03:43:28,Design/Construction/Maintenance deficiency,June,Friday
2370955,0,45 - Improperly Discarded,2012-11-22T09:19:56,Misuse of ignition source/material ignited,November,Thursday
2370956,500,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2015-12-06T01:14:50,Design/Construction/Maintenance deficiency,December,Sunday
2370959,300,49 - Improper Storage,2016-04-30T19:43:13,Misuse of ignition source/material ignitedl,April,Saturday
2370961,2000,20 - Design/Construction/Installation/Maintenance Deficiency,2016-10-25T06:45:13,Design/Construction/Maintenance deficiency,October,Tuesday
2370962,10000,47 - Improper handling of ignition source or ignited material,2015-06-07T21:48:44,Misuse of ignition source/material ignited,June,Sunday
2370963,45000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2013-12-24T14:26:56,Design/Construction/Maintenance deficiency,December,Tuesday
2370966,1000,20 - Design/Construction/Installation/Maintenance Deficiency,2015-12-02T19:44:30,Design/Construction/Maintenance deficiency,December,Wednesday
2370968,5000,52 - Electrical Failure,2017-05-20T19:18:56,Mechanical/Electrical Failure,May,Saturday
2370971,50000,52 - Electrical Failure,2017-05-21T02:55:10,Mechanical/Electrical Failure,May,Sunday
2370972,2000,45 - Improperly Discarded,2012-11-13T00:39:10,Misuse of ignition source/material ignited,November,Tuesday
2370973,1000,52 - Electrical Failure,2016-11-11T13:11:20,Mechanical/Electrical Failure,November,Friday
2370975,500,51 - Mechanical Failure,2016-08-29T19:34:35,Mechanical/Electrical Failure,August,Monday
2370977,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2014-04-13T20:10:40,Design/Construction/Maintenance deficiency,April,Sunday
2370979,10000,52 - Electrical Failure,2015-07-28T00:18:29,Mechanical/Electrical Failure,July,Tuesday
2370981,20000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2016-08-27T08:10:14,Design/Construction/Maintenance deficiency,August,Saturday
2370983,5000,52 - Electrical Failure,2015-07-30T16:28:42,Mechanical/Electrical Failure,July,Thursday
2370984,60,20 - Design/Construction/Installation/Maintenance Deficiency,2015-07-31T16:40:33,Design/Construction/Maintenance deficiency,July,Friday
2370985,500,45 - Improperly Discarded,2015-07-31T17:47:56,Misuse of ignition source/material ignited,July,Friday
2370986,200,46 - Used or Placed too close to combustibles,2013-04-01T12:49:48,Misuse of ignition source/material ignited,April,Monday
2370987,500,49 - Improper Storage,2012-11-13T07:25:46,Misuse of ignition source/material ignitedl,November,Tuesday
2370988,5000,46 - Used or Placed too close to combustibles,2012-11-13T09:55:19,Misuse of ignition source/material ignited,November,Tuesday
2370989,2000,44 - Unattended,2012-11-13T23:55:00,Misuse of ignition source/material ignited,November,Tuesday
2370990,200,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2017-05-21T13:51:17,Design/Construction/Maintenance deficiency,May,Sunday
2370992,25,44 - Unattended,2014-10-26T17:24:53,Misuse of ignition source/material ignited,October,Sunday
2370994,20,45 - Improperly Discarded,2017-11-24T00:01:23,Misuse of ignition source/material ignited,November,Friday
2370996,6000,52 - Electrical Failure,2017-12-30T23:22:48,Mechanical/Electrical Failure,December,Saturday
2370999,200,45 - Improperly Discarded,2016-07-03T20:22:35,Misuse of ignition source/material ignited,July,Sunday
2371002,35000,45 - Improperly Discarded,2016-05-30T01:28:23,Misuse of ignition source/material ignited,May,Monday
2371003,0,49 - Improper Storage,2013-04-09T13:14:31,Misuse of ignition source/material ignitedl,April,Tuesday
2371005,500,52 - Electrical Failure,2017-01-12T21:57:45,Mechanical/Electrical Failure,January,Thursday
2371007,6000,45 - Improperly Discarded,2013-04-21T08:47:38,Misuse of ignition source/material ignited,April,Sunday
2371008,1000,52 - Electrical Failure,2017-05-21T17:18:04,Mechanical/Electrical Failure,May,Sunday
